probe_id	requested_entrez	requested_symbol	module_memberships	mapping_rules	rescued_by_entrez	candidate_probe_count	platform_symbol	platform_entrez	platform_ilmn_gene	all_sample_mean_expression	all_sample_median_expression	all_sample_expression_variance	all_sample_expression_sd	all_sample_minimum_expression	all_sample_maximum_expression	primary_rule_top_median	primary_rule_median_tie	primary_rule_tie_count	variance_rule_top_variance	variance_rule_tie	variance_rule_tie_count
ILMN_1727753	1380	CR2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CR2	1380	CR2	5.75436219602055	5.7667158665	0.0174093100391433	0.13194434447578	5.36025826	6.052584689	6.3610282685	FALSE	1	0.05848251176341	FALSE	1
ILMN_1784847	58487	CREBZF	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CREBZF	58487	CREBZF	6.22534161500685	6.220460872	0.0222501391565595	0.149164805354881	5.726320043	6.645472476	6.220460872	TRUE	1	0.0222501391565595	TRUE	1
ILMN_1733402	1435	CSF1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CSF1	1435	CSF1	5.91443921265753	5.922732855	0.0168231907343316	0.129704243316599	5.596096048	6.303091041	5.922732855	TRUE	1	0.0196732996906212	FALSE	1
ILMN_1805930	1435	CSF1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CSF1	1435	CSF1	5.88472874606164	5.8959462135	0.0120731404211553	0.109877843176663	5.473912998	6.117620827	5.922732855	FALSE	1	0.0196732996906212	FALSE	1
ILMN_2302947	1435	CSF1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CSF1	1435	CSF1	5.71064400413699	5.7176756615	0.0196732996906212	0.140261540311738	5.239725869	6.035792389	5.922732855	FALSE	1	0.0196732996906212	TRUE	1
ILMN_1812995	1514	CTSL	VIR_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	3	CTSL1	1514	CTSL1	7.49180048452055	7.433952966	0.651018931928879	0.806857442135152	6.149242481	9.63527033	7.433952966	TRUE	1	0.668972469693792	FALSE	1
ILMN_2374036	1514	CTSL	VIR_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	3	CTSL1	1514	CTSL1	7.47993957968493	7.416407898	0.668972469693792	0.817907372319013	6.117130805	9.616309302	7.433952966	FALSE	1	0.668972469693792	TRUE	1
ILMN_1694757	1514	CTSL	VIR_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	3	CTSL1	1514	CTSL1	6.1273340535137	6.1280075355	0.0230110518771016	0.151693941464719	5.536653564	6.847820968	7.433952966	FALSE	1	0.668972469693792	FALSE	1
ILMN_2337928	643	CXCR5	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CXCR5	643	CXCR5	8.07759876315068	8.1087731785	0.568672854059551	0.754104007454907	6.469265459	9.687563751	8.1087731785	TRUE	1	0.568672854059551	TRUE	1
ILMN_2337931	643	CXCR5	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CXCR5	643	CXCR5	6.68618594002055	6.62048369	0.0906146388435481	0.301022655033717	6.194665771	7.924975481	8.1087731785	FALSE	1	0.568672854059551	FALSE	1
ILMN_1699669	643	CXCR5	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	BLR1	643	BLR1	6.01980834889041	6.044154708	0.0254336078594389	0.159479176883501	5.493311083	6.496542067	8.1087731785	FALSE	1	0.568672854059551	FALSE	1
ILMN_1773204	57105	CYSLTR2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CYSLTR2	57105	CYSLTR2	5.89617682941096	5.9131507715	0.0203324806699342	0.142592007735126	5.427063618	6.139745577	5.9131507715	TRUE	1	0.0203324806699342	TRUE	1
ILMN_2371590	10521	DDX17	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	DDX17	10521	DDX17	9.32379185328082	9.38906371	0.285532452521969	0.534352367377529	7.284317524	10.30687705	9.38906371	TRUE	1	0.620075383240098	FALSE	1
ILMN_1675124	10521	DDX17	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	DDX17	10521	DDX17	8.76100492642466	8.781524467	0.620075383240098	0.78744865435157	6.852575362	11.34965066	9.38906371	FALSE	1	0.620075383240098	TRUE	1
ILMN_1774513	10521	DDX17	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	DDX17	10521	DDX17	7.56603934172603	7.4039425985	0.398488102604495	0.631259140610649	6.314665046	9.489750531	9.38906371	FALSE	1	0.620075383240098	FALSE	1
ILMN_1735461	9188	DDX21	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DDX21	9188	DDX21	7.99404112120548	8.0183419185	0.213073274739157	0.461598607817612	6.895651159	9.267628094	8.0183419185	TRUE	1	0.213073274739157	TRUE	1
ILMN_1794392	1654	DDX3X	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	DDX3X	1654	DDX3X	9.34037866027397	9.4184411585	0.284084250410274	0.532995544456306	7.170092263	10.20779488	9.4184411585	TRUE	1	0.284084250410274	TRUE	1
ILMN_1728870	1654	DDX3X	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	DDX3X	1654	DDX3X	6.00559304830822	6.009630801	0.0113987619908785	0.106764984854017	5.679216999	6.242887676	9.4184411585	FALSE	1	0.284084250410274	FALSE	1
ILMN_1795181	55601	DDX60	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DDX60	55601	DDX60	7.26887634077397	7.158817507	0.697310426027222	0.835051151742947	6.00477046	9.163999756	7.158817507	TRUE	1	0.697310426027222	TRUE	1
ILMN_1686573	1672	DEFB1	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DEFB1	1672	DEFB1	6.13380502176712	6.0162290905	0.363290492320262	0.602735839585023	5.634450063	9.677211643	6.0162290905	TRUE	1	0.363290492320262	TRUE	1
ILMN_1678422	79132	DHX58	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DHX58	79132	DHX58	7.28206635492466	6.920298322	0.869109626208126	0.932260492677946	6.126229319	10.55578772	6.920298322	TRUE	1	0.869109626208126	TRUE	1
ILMN_1784380	151636	DTX3L	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DTX3L	151636	DTX3L	6.48564149389041	6.4026804975	0.118048075111669	0.343581249650892	5.896842679	7.602409419	6.4026804975	TRUE	1	0.118048075111669	TRUE	1
ILMN_1706502	5610	EIF2AK2	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	EIF2AK2	5610	EIF2AK2	10.1747712692466	10.11177749	1.11314668186409	1.05505766755381	8.254828472	12.4544258	10.11177749	TRUE	1	1.11314668186409	TRUE	1
ILMN_1728083	1979	EIF4EBP2	BACT_M1	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	EIF4EBP2	1979	EIF4EBP2	8.24339392005479	8.183865873	0.144931991258486	0.38069934496724	7.473357751	9.41336332	8.183865873	TRUE	1	0.144931991258486	TRUE	1
ILMN_1664010	1997	ELF1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ELF1	1997	ELF1	9.81954629493836	9.79833636	0.376432409211298	0.61354087819093	7.686456016	11.71541738	9.79833636	TRUE	1	0.376432409211298	TRUE	1
ILMN_1699022	23052	ENDOD1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ENDOD1	23052	ENDOD1	6.63236950406164	6.576309099	0.107974774049966	0.328595152200951	6.111885998	7.920144521	6.576309099	TRUE	1	0.107974774049966	TRUE	1
ILMN_1700888	5167	ENPP1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ENPP1	5167	ENPP1	6.13188084734247	6.126395471	0.00922017434704047	0.0960217389294761	5.889217256	6.640189903	6.126395471	TRUE	1	0.00922017434704047	TRUE	1
ILMN_1715013	114625	ERMAP	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ERMAP	114625	ERMAP	6.62025208758219	6.4854519745	0.199247618731765	0.446371615060551	5.948442865	8.294552242	6.4854519745	TRUE	1	0.199247618731765	TRUE	1
ILMN_1785387	114625	ERMAP	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ERMAP	114625	ERMAP	5.88591988734932	5.9050170415	0.0177717941580745	0.133310892871042	5.528136617	6.147517802	6.4854519745	FALSE	1	0.199247618731765	FALSE	1
ILMN_1687538	2113	ETS1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ETS1	2113	ETS1	10.5536173913082	10.721331895	0.723973876222041	0.850866544307649	8.371304729	12.14972025	10.721331895	TRUE	1	0.73811924002165	FALSE	1
ILMN_2122103	2113	ETS1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ETS1	2113	ETS1	9.65375831868493	9.712720116	0.73811924002165	0.859138661696498	7.208894077	11.16139402	10.721331895	FALSE	1	0.73811924002165	TRUE	1
ILMN_1721713	5393	EXOSC9	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	EXOSC9	5393	EXOSC9	6.92710196244521	6.913298713	0.074944625655148	0.273760160825398	6.318928174	7.977557862	6.913298713	TRUE	1	0.074944625655148	TRUE	1
ILMN_2312719	5393	EXOSC9	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	EXOSC9	5393	EXOSC9	6.48046395241096	6.4700238585	0.0496841005892658	0.222899305941642	5.94174959	7.623863261	6.913298713	FALSE	1	0.074944625655148	FALSE	1
ILMN_2410038	63901	FAM111A	VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FAM111A	63901	FAM111A	8.7707756985	8.754707192	0.254278244631255	0.504260096211524	7.347481577	9.983325246	8.754707192	TRUE	1	0.254278244631255	TRUE	1
ILMN_1778845	63901	FAM111A	VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FAM111A	63901	FAM111A	7.66307283889726	7.6467204215	0.14562562238877	0.381609253541853	6.788258075	8.790797674	8.754707192	FALSE	1	0.254278244631255	FALSE	1
ILMN_2319077	355	FAS	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FAS	355	FAS	6.36143185731507	6.318111765	0.0901362490336508	0.300226995844229	5.659612707	7.406458187	6.318111765	TRUE	1	0.0901362490336508	TRUE	1
ILMN_1808132	355	FAS	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FAS	355	FAS	6.14769663218493	6.1431048525	0.0433520696975589	0.208211598374247	5.463343273	6.84805163	6.318111765	FALSE	1	0.0901362490336508	FALSE	1
ILMN_1660027	2213	FCGR2B	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	FCGR2B	2213	FCGR2B	6.43965191399315	6.4070250685	0.0753457569516505	0.27449181581907	5.984223616	8.157807782	6.4070250685	TRUE	1	0.0753457569516505	TRUE	1
ILMN_2382403	2213	FCGR2B	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	FCGR2B	2213	FCGR2B	6.23373926473288	6.2113028645	0.0403929779811097	0.200980043738451	5.75011721	7.577973205	6.4070250685	FALSE	1	0.0753457569516505	FALSE	1
ILMN_1804174	2213	FCGR2B	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	FCGR2B	2213	FCGR2B	6.20056237372603	6.188914195	0.0228014383388042	0.151001451446018	5.74711775	7.199743981	6.4070250685	FALSE	1	0.0753457569516505	FALSE	1
ILMN_2112580	2214	FCGR3A	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FCGR3A	2214	FCGR3A	6.92102190629452	6.7910087615	0.432247768018214	0.657455525505881	5.776060806	9.207818455	6.7910087615	TRUE	1	0.471292525925172	FALSE	1
ILMN_1703679	2214	FCGR3A	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FCGR3A	2214	FCGR3A	6.6538616034589	6.3729954825	0.471292525925172	0.686507484245563	5.876173391	8.930364154	6.7910087615	FALSE	1	0.471292525925172	TRUE	1
ILMN_1728639	2215	FCGR3B	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FCGR3B	2215	FCGR3B	10.7957786950685	10.95581347	1.21373458861921	1.10169623246121	5.949084157	12.89125596	10.95581347	TRUE	1	1.21373458861921	TRUE	1
ILMN_2134453	2215	FCGR3B	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FCGR3B	2215	FCGR3B	8.7084494075137	8.7106402415	0.715798304948843	0.846048642188405	6.296300836	10.86201134	10.95581347	FALSE	1	1.21373458861921	FALSE	1
ILMN_1768049	50943	FOXP3	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	FOXP3	50943	FOXP3	5.90015888341096	5.8927100825	0.0217134203435531	0.147354743200051	5.510346081	6.539571415	5.8927100825	TRUE	1	0.0217134203435531	TRUE	1
ILMN_1727605	2444	FRK	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	FRK	2444	FRK	5.77476115694521	5.7749398125	0.0163836856442601	0.127998772042001	5.419357987	6.159643261	5.7749398125	TRUE	1	0.0163836856442601	TRUE	1
ILMN_2344455	10146	G3BP1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	G3BP1	10146	G3BP1	6.77338859840411	6.7121621205	0.102417166928472	0.320026822201627	6.077874604	7.671344116	6.7121621205	TRUE	1	0.102417166928472	TRUE	1
ILMN_2357809	10146	G3BP1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	G3BP1	10146	G3BP1	6.15711329838356	6.171031285	0.0134264814822609	0.115872695154039	5.796223931	6.671329801	6.7121621205	FALSE	1	0.102417166928472	FALSE	1
ILMN_2381753	9908	G3BP2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	G3BP2	9908	G3BP2	8.49989024040411	8.536249026	0.175675399205897	0.419136492333818	7.008256412	9.349040379	8.536249026	TRUE	1	0.175675399205897	TRUE	1
ILMN_1720422	9908	G3BP2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	G3BP2	9908	G3BP2	6.92533532931507	6.940231051	0.0607864114796232	0.246549004215436	6.181559697	7.568183018	8.536249026	FALSE	1	0.175675399205897	FALSE	1
ILMN_2381758	9908	G3BP2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	G3BP2	9908	G3BP2	6.54218624621233	6.498711863	0.049715922567805	0.222970676475193	5.894576664	7.295641122	8.536249026	FALSE	1	0.175675399205897	FALSE	1
ILMN_1759622	9908	G3BP2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	G3BP2	9908	G3BP2	6.14862467119863	6.1460818255	0.0209109555496407	0.144606208544587	5.682437249	6.638713147	8.536249026	FALSE	1	0.175675399205897	FALSE	1
ILMN_2406656	2625	GATA3	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	GATA3	2625	GATA3	6.22840007293836	6.224132364	0.0238843820826699	0.154545728128182	5.825726852	6.568060023	6.224132364	TRUE	1	0.0238843820826699	TRUE	1
ILMN_2148785	2633	GBP1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	GBP1	2633	GBP1	8.60132826232192	8.459834033	1.88450649783895	1.37277328712317	6.018766109	11.71719169	8.459834033	TRUE	1	1.88450649783895	TRUE	1
ILMN_1701114	2633	GBP1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	GBP1	2633	GBP1	8.36653114664384	8.0623836275	1.7360485675175	1.31759195789801	6.341975493	11.77856121	8.459834033	FALSE	1	1.88450649783895	FALSE	1
ILMN_1725314	2635	GBP3	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	GBP3	2635	GBP3	6.20408645980822	6.187624757	0.0230061910858537	0.151677918913247	5.819425973	6.887432897	6.187624757	TRUE	1	0.0230061910858537	TRUE	1
ILMN_1798706	1880	GPR183	VIR_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	2	EBI2	1880	EBI2	7.946254025	7.896501239	0.483219471808006	0.69513989369623	6.511009717	9.947079061	7.896501239	TRUE	1	0.483219471808006	TRUE	1
ILMN_2168217	1880	GPR183	VIR_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	2	EBI2	1880	EBI2	7.21826915082192	7.2301627355	0.288168997242251	0.536813745392432	6.196733817	9.023307566	7.896501239	FALSE	1	0.483219471808006	FALSE	1
ILMN_1729749	51191	HERC5	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	HERC5	51191	HERC5	10.0202211233767	10.108377065	2.95399639977685	1.71871940693554	6.961721177	13.50711854	10.108377065	TRUE	1	2.95399639977685	TRUE	1
ILMN_1652762	23119	HIC2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	HIC2	23119	HIC2	6.51704603056164	6.496665492	0.0247216273264985	0.157231127091612	6.017605045	7.002205598	6.496665492	TRUE	1	0.0247216273264985	TRUE	1
ILMN_1669927	29851	ICOS	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ICOS	29851	ICOS	7.23024718828082	7.19968846	0.394116764289346	0.627787196659302	6.054041139	9.116744046	7.19968846	TRUE	1	0.394116764289346	TRUE	1
ILMN_1675671	23308	ICOSLG	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ICOSLG	23308	ICOSLG	6.19477618536301	6.1921685845	0.0176796798712734	0.132964957305575	5.720083748	6.788117804	6.1921685845	TRUE	1	0.0176796798712734	TRUE	1
ILMN_2058782	3429	IFI27	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IFI27	3429	IFI27	10.7911372623288	11.825889005	7.43188678642614	2.72614870952157	5.8217704	14.65378841	11.825889005	TRUE	1	7.43188678642614	TRUE	1
ILMN_1745374	3430	IFI35	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IFI35	3430	IFI35	9.78822636769178	9.7861590835	1.19337225346105	1.09241578781206	7.498596775	12.06021257	9.7861590835	TRUE	1	1.19337225346105	TRUE	1
ILMN_1760062	10561	IFI44	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IFI44	10561	IFI44	9.06046147309589	9.0937052265	3.10050539887832	1.76082520395362	6.137609187	12.72896709	9.0937052265	TRUE	1	3.10050539887832	TRUE	1
ILMN_1723912	10964	IFI44L	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IFI44L	10964	IFI44L	9.66868060043836	10.0335805025	4.53229876641816	2.12891962422684	5.944711455	12.85098976	10.0335805025	TRUE	1	4.53229876641816	TRUE	1
ILMN_1687384	2537	IFI6	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	IFI6	2537	IFI6	11.3923930088973	11.27923215	1.06404923757651	1.03152762327362	8.995928685	13.97929126	11.27923215	TRUE	1	2.8327356443925	FALSE	1
ILMN_2347798	2537	IFI6	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	IFI6	2537	IFI6	10.0550450510685	10.350804405	2.8327356443925	1.68307327362551	6.755747562	13.01040884	11.27923215	FALSE	1	2.8327356443925	TRUE	1
ILMN_1781373	64135	IFIH1	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IFIH1	64135	IFIH1	7.97883609533562	7.8615467855	1.08873055490659	1.04342251983872	6.130737373	10.99845344	7.8615467855	TRUE	1	1.08873055490659	TRUE	1
ILMN_1707695	3434	IFIT1	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	IFIT1	3434	IFIT1	8.85163668250685	8.87628572	3.76589001492073	1.94059012027804	5.915070186	12.64172798	8.87628572	TRUE	1	3.76589001492073	TRUE	1
ILMN_1699331	3434	IFIT1	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	IFIT1	3434	IFIT1	6.2014229730411	6.1199762675	0.124207382880883	0.352430678121078	5.700320428	7.96533603	8.87628572	FALSE	1	3.76589001492073	FALSE	1
ILMN_1759155	439996	IFIT1B	VIR_M1a	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	1	IFIT1L	439996	IFIT1L	8.29610291456849	7.815348743	3.43814489049071	1.85422352764997	5.733404058	12.49871936	7.815348743	TRUE	1	3.43814489049071	TRUE	1
ILMN_1739428	3433	IFIT2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IFIT2	3433	IFIT2	10.3171785193014	10.426653205	3.02333582050908	1.73877422930899	6.743225755	13.69331761	10.426653205	TRUE	1	3.02333582050908	TRUE	1
ILMN_1701789	3437	IFIT3	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	IFIT3	3437	IFIT3	10.2885235642329	10.528084415	3.68358144217854	1.91926586021284	6.68527755	13.67527394	10.528084415	TRUE	1	3.68358144217854	TRUE	1
ILMN_2239754	3437	IFIT3	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	IFIT3	3437	IFIT3	7.78755662966438	7.482059792	2.17755310167825	1.47565344904495	5.806474875	12.15885019	10.528084415	FALSE	1	3.68358144217854	FALSE	1
ILMN_1664543	3437	IFIT3	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	IFIT3	3437	IFIT3	7.29689631389726	6.9128909915	1.57465798518149	1.25485377043761	5.678045845	11.50384721	10.528084415	FALSE	1	3.68358144217854	FALSE	1
ILMN_1696654	24138	IFIT5	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IFIT5	24138	IFIT5	6.74478334109589	6.5934141815	0.285945460843103	0.534738684633067	5.890065048	8.26777519	6.5934141815	TRUE	1	0.285945460843103	TRUE	1
ILMN_1805750	10410	IFITM3	VIR_M1a;VIR_M1b;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IFITM3	10410	IFITM3	12.2551041544795	12.4695558	1.6523276887168	1.28542899014951	8.688628352	14.19206519	12.4695558	TRUE	1	1.6523276887168	TRUE	1
ILMN_1807423	10643	IGF2BP3	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IGF2BP3	10643	IGF2BP3	7.26615223323288	7.292950631	0.515892884016188	0.7182568370828	6.096217773	8.737278146	7.292950631	TRUE	1	0.515892884016188	TRUE	1
ILMN_1724181	3600	IL15	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	IL15	3600	IL15	6.66423343821918	6.610056215	0.147798797921854	0.384446092348269	5.950375901	7.744594461	6.610056215	TRUE	1	0.147798797921854	TRUE	1
ILMN_2273053	3600	IL15	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	IL15	3600	IL15	6.35223562978767	6.313815861	0.0406158410295614	0.201533721817371	5.787968085	7.054432436	6.610056215	FALSE	1	0.147798797921854	FALSE	1
ILMN_2369221	3600	IL15	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	IL15	3600	IL15	6.03234168084932	6.0567384985	0.0252188916240822	0.158804570539019	5.616878353	6.37375342	6.610056215	FALSE	1	0.147798797921854	FALSE	1
ILMN_1785312	3600	IL15	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	IL15	3600	IL15	5.88266594632192	5.8927767435	0.015429848994492	0.124216943266577	5.502240853	6.158870169	6.610056215	FALSE	1	0.147798797921854	FALSE	1
ILMN_1774874	3557	IL1RN	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	IL1RN	3557	IL1RN	9.72463662275342	9.724780389	1.18513753090488	1.08864022105785	7.037358537	12.86116321	9.724780389	TRUE	1	1.18513753090488	TRUE	1
ILMN_1689734	3557	IL1RN	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	IL1RN	3557	IL1RN	8.09237824971233	8.059060632	1.07219948016094	1.03547065634954	6.185633221	11.67725136	9.724780389	FALSE	1	1.18513753090488	FALSE	1
ILMN_1806249	3557	IL1RN	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	IL1RN	3557	IL1RN	5.96609408181507	5.97882181	0.0213520977901842	0.146123570275928	5.412917793	6.398974053	9.724780389	FALSE	1	1.18513753090488	FALSE	1
ILMN_1753758	246778	IL27	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	IL27	246778	IL27	6.13488797965069	6.1047268285	0.109527836683425	0.330949900564156	5.351277896	7.404866039	6.1047268285	TRUE	1	0.109527836683425	TRUE	1
ILMN_1683774	3559	IL2RA	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	IL2RA	3559	IL2RA	6.17561540034247	6.157982942	0.0317442972473223	0.178169293783531	5.785863253	7.169614837	6.157982942	TRUE	1	0.0317442972473223	TRUE	1
ILMN_2108699	3559	IL2RA	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	IL2RA	3559	IL2RA	5.94497731221918	5.969296316	0.0256541776733556	0.160169215748082	5.414441785	6.38621258	6.157982942	FALSE	1	0.0317442972473223	FALSE	1
