title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	taxid_ch1	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	supplementary_file_1
Sample 39_Paediatric pneumonia_39	GSM8145026	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938592	NONE
Sample 40_Paediatric pneumonia_40	GSM8145027	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938593	NONE
Sample 41_Paediatric pneumonia_41	GSM8145028	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938594	NONE
Sample 42_Paediatric pneumonia_42	GSM8145029	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938595	NONE
Sample 43_Paediatric pneumonia_43	GSM8145030	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938596	NONE
Sample 44_Paediatric pneumonia_44	GSM8145031	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938597	NONE
Sample 45_Paediatric pneumonia_45	GSM8145032	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938598	NONE
Sample 46_Paediatric pneumonia_46	GSM8145033	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938599	NONE
Sample 47_Paediatric pneumonia_47	GSM8145034	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938600	NONE
Sample 48_Paediatric pneumonia_48	GSM8145035	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938601	NONE
Sample 49_Paediatric pneumonia_49	GSM8145036	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938626	NONE
Sample 50_Paediatric pneumonia_50	GSM8145037	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938627	NONE
Sample 51_Paediatric pneumonia_51	GSM8145038	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938628	NONE
Sample 52_Paediatric pneumonia_52	GSM8145039	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938629	NONE
Sample 53_Paediatric pneumonia_53	GSM8145040	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938630	NONE
Sample 54_Paediatric pneumonia_54	GSM8145041	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938631	NONE
Sample 55_Paediatric pneumonia_55	GSM8145042	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938632	NONE
Sample 56_Paediatric pneumonia_56	GSM8145043	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938633	NONE
Sample 57_Paediatric pneumonia_57	GSM8145044	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938634	NONE
Sample 58_Paediatric pneumonia_58	GSM8145045	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938635	NONE
Sample 59_Paediatric pneumonia_59	GSM8145046	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938636	NONE
Sample 60_Paediatric pneumonia_60	GSM8145047	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938637	NONE
Sample 61_Paediatric pneumonia_61	GSM8145048	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938638	NONE
Sample 62_Paediatric pneumonia_62	GSM8145049	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938639	NONE
Sample 63_Paediatric pneumonia_63	GSM8145050	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938640	NONE
Sample 64_Paediatric pneumonia_64	GSM8145051	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938641	NONE
Sample 65_Paediatric pneumonia_65	GSM8145052	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938642	NONE
Sample 66_Paediatric pneumonia_66	GSM8145053	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938643	NONE
Sample 67_Paediatric pneumonia_67	GSM8145054	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938644	NONE
Sample 68_Paediatric pneumonia_68	GSM8145055	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938645	NONE
Sample 69_Paediatric pneumonia_69	GSM8145056	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938646	NONE
Sample 70_Paediatric pneumonia_70	GSM8145057	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938647	NONE
Sample 71_Paediatric pneumonia_71	GSM8145058	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938648	NONE
Sample 72_Paediatric pneumonia_72	GSM8145059	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938649	NONE
Sample 73_Paediatric pneumonia_73	GSM8145060	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938674	NONE
Sample 74_Paediatric pneumonia_74	GSM8145061	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938675	NONE
Sample 75_Paediatric pneumonia_75	GSM8145062	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938676	NONE
Sample 76_Paediatric pneumonia_76	GSM8145063	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938677	NONE
