primary_module_key	module_direction	provisional_module_id	provisional_module_label	evidence_grade	interpretation_status	direction_set	candidate_group_id	ENTREZID	SYMBOL	GENENAME	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	recommended_use	representative_GO	representative_TERM	review_decision_tier	review_decision_rationale	final_claim_status	all_three_concordant	abs_pooled_logFC
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6139	RPL17	ribosomal protein L17	0.712286424459672	3.03045047696842e-05	1.07033554518422	0.205826149841478	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.712286424459672
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6164	RPL34	ribosomal protein L34	0.754133874972954	0.000159381627987174	1.22564947441387	0.086204583645625	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.754133874972954
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6229	RPS24	ribosomal protein S24	0.675687329340527	0.000164252772960764	0.913741330586204	0.331005519362698	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.675687329340527
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6159	RPL29	ribosomal protein L29	0.587611433035793	0.000201709914852122	0.925332935720541	0.082088349225134	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.587611433035793
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	29093	MRPL22	mitochondrial ribosomal protein L22	0.64924288905948	0.000856662602886584	0.987213027065084	0.228282117143766	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.64924288905948
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6192	RPS4Y1	ribosomal protein S4 Y-linked 1	3.09978077536379	0.000868780012795459	2.44785711248564	3.89466323350091	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	3.09978077536379
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	28998	MRPL13	mitochondrial ribosomal protein L13	0.814783290342086	0.00191519371102425	1.35644956007476	0.108149339703897	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.814783290342086
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	51023	MRPS18C	mitochondrial ribosomal protein S18C	0.574856545739653	0.00223379431478885	0.584641671864443	0.63590301296843	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.574856545739653
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	7311	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	0.910256124093008	0.00353385187521303	1.47392239844432	0.0235960780065729	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.910256124093008
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6154	RPL26	ribosomal protein L26	0.463065114178104	0.00498938144636358	0.740703351984057	0.0768328197676927	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.463065114178104
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	64963	MRPS11	mitochondrial ribosomal protein S11	0.467217494460289	0.00881364755419309	0.664298685989782	0.236804586737689	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.467217494460289
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	1979	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	0.430813077546224	0.0159481940389967	0.5786135207367	0.12392004783902	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.430813077546224
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	100288805	HYDIN2	HYDIN axonemal central pair apparatus protein 2 (pseudogene)	0.796874082028632	0.0188338150260526	1.16728575253985	0.362084937938863	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.796874082028632
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	3429	IFI27	interferon alpha inducible protein 27	-4.76772856416775	2.51896266086772e-33	-5.43444150089658	-4.14967904484638	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	4.76772856416775
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	3434	IFIT1	interferon induced protein with tetratricopeptide repeats 1	-3.77323797706401	5.90023842003119e-28	-4.31758142819668	-3.3023648897722	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	3.77323797706401
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	4939	OAS2	2'-5'-oligoadenylate synthetase 2	-2.5438885237371	2.53078049765381e-26	-2.97073576687252	-2.14584641807247	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	2.5438885237371
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	91543	RSAD2	radical S-adenosyl methionine domain containing 2	-3.80660619529833	1.0483306591404e-25	-4.41051954754139	-3.27440570413228	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	3.80660619529833
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	558	AXL	AXL receptor tyrosine kinase	-3.17923170835126	4.68272711235833e-25	-3.64120475856249	-2.77812738779044	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	3.17923170835126
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	4940	OAS3	2'-5'-oligoadenylate synthetase 3	-3.02700164576438	5.48251634555165e-25	-3.54827819774241	-2.51661378257054	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	3.02700164576438
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	6355	CCL8	C-C motif chemokine ligand 8	-5.44504154250244	7.8645773041217e-25	-6.18408691468782	-4.86812262834191	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	5.44504154250244
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	3433	IFIT2	interferon induced protein with tetratricopeptide repeats 2	-3.04824288937295	1.09996245032701e-24	-3.54692092343074	-2.60149064283263	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	3.04824288937295
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	10964	IFI44L	interferon induced protein 44 like	-3.68463042150361	6.45006752885454e-24	-4.44206628183126	-2.87831852164612	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	3.68463042150361
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	4599	MX1	MX dynamin like GTPase 1	-2.71710581196084	7.89980125644239e-23	-3.23237424901121	-2.18653387118117	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	2.71710581196084
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	3437	IFIT3	interferon induced protein with tetratricopeptide repeats 3	-2.65550962111013	9.07234927849064e-22	-3.12184711368811	-2.21684779080811	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	2.65550962111013
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	8638	OASL	2'-5'-oligoadenylate synthetase like	-2.24283861776891	1.15163878933828e-21	-2.49458181864464	-2.05806649167888	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	2.24283861776891
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	9830	TRIM14	tripartite motif containing 14	-1.46660526369234	1.19394520394327e-21	-1.88905275774461	-0.969872702068117	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.46660526369234
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	9636	ISG15	ISG15 ubiquitin like modifier	-2.99808310131564	2.72578251294685e-21	-3.45093016124712	-2.58393731392258	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	2.99808310131564
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	10561	IFI44	interferon induced protein 44	-3.22998246743249	7.64604056556556e-21	-3.7013174567019	-2.72847853857304	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	3.22998246743249
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	51191	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	-2.52288887341034	8.52876177878631e-21	-2.94222963407278	-2.07335241209821	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	2.52288887341034
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	5610	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	-1.41816802582432	1.31206652467218e-20	-1.74117673023092	-1.05000643348052	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.41816802582432
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	81030	ZBP1	Z-DNA binding protein 1	-1.76916073589958	3.66180253969748e-20	-2.09464238072767	-1.45632521926971	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.76916073589958
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	79132	DHX58	DExH-box helicase 58	-1.84855790663322	1.39039980281405e-19	-2.17584146994649	-1.51297901569597	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.84855790663322
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	4938	OAS1	2'-5'-oligoadenylate synthetase 1	-1.98899624729186	4.7714659505931e-19	-2.36452546257172	-1.59057973956129	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.98899624729186
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	85363	TRIM5	tripartite motif containing 5	-1.88486299329676	7.4618539988335e-17	-2.3497167861223	-1.38729003501313	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.88486299329676
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	54809	SAMD9	sterile alpha motif domain containing 9	-1.9373124985742	1.95226366988563e-16	-2.28682353748062	-1.57638176534282	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.9373124985742
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	51284	TLR7	toll like receptor 7	-1.25627568841129	3.87527138050754e-16	-1.50539529586334	-0.982691098102814	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.25627568841129
higher_in_viral | Viral_higher_antiviral_interferon_programme | Antiviral / interferon-response programme | A_strong_GO_support	higher_in_viral	Viral_higher_antiviral_interferon_programme	Antiviral / interferon-response programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	24138	IFIT5	interferon induced protein with tetratricopeptide repeats 5	-2.09147312813928	6.94407834320328e-16	-2.48962886231449	-1.6944507013634	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0051607	defense response to virus	primary_candidate_module	Coherent viral-higher antiviral/interferon programme with strong/moderate GO support and recognizable overlap genes.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	2.09147312813928
